student_id,dropout_probability,flagged_at_risk
84c6a3ceea0d,0.29,False
f31dc73328ed,0.29,False
d2487e042269,0.29,False
4b6ec429b828,0.29,False
0fe5641ca2bd,0.29,False
cfcd0edc8603,0.29,False
5349d07da2eb,0.29,False
fae991810927,0.29,False
c4de4a71bb4b,0.29,False
79932fee5693,0.29,False
985f222ead2d,0.29,False
d5298edaa0eb,0.29,False
30c6c4d088f5,0.29,False
5be7f0ed3c46,0.29,False
7ca1c0c5df4b,0.29,False
effb1902b905,0.29,False
2aa44eb2a901,0.29,False
092f31c85e0f,0.29,False
398f8cc56785,0.29,False
945f53bfb4de,0.29,False
4c072d3c5d53,0.29,False
15f0a49ecc4d,0.29,False
e0ab5dc0ff27,0.29,False
f5ec3b6aba4a,0.29,False
a67e03403582,0.29,False
586d53c18c63,0.29,False
f4cb79638fd3,0.29,False
6372104d1913,0.29,False
41aa3b8b6388,0.29,False
157cf8ba8805,0.29,False
50440e45b835,0.29,False
7f16c6cd0265,0.29,False
7a7e2843e87d,0.29,False
0d8ae97ea437,0.29,False
9abd853a576f,0.29,False
f936da550ab9,0.29,False
e33b7f7d830c,0.29,False
b954a8a8c0c3,0.29,False
bd2678c4e38e,0.289,False
f1f459f025c8,0.289,False
bd7f739a69c7,0.289,False
00f91afebd70,0.289,False
9c1446fb3203,0.289,False
18422a3138a3,0.289,False
c872b42a1325,0.289,False
c2000f146485,0.289,False
b941b183eefb,0.289,False
5c34b9932454,0.289,False
4ccf96ad17b8,0.289,False
97fe9747e149,0.289,False
4af0ebda1887,0.289,False
5dbac4167442,0.289,False
14f29e470448,0.289,False
ec35d3febdf9,0.289,False
c4db8cb37981,0.289,False
099f928136e3,0.289,False
571fecd7eab6,0.289,False
8abf14028079,0.289,False
2b4b171b0f86,0.289,False
71c62c15a99f,0.289,False
dec5436cf0e3,0.289,False
71a700064a0a,0.289,False
3b118bf480ee,0.289,False
7121d9d2d9fc,0.289,False
d57437b3dcda,0.289,False
04a5493d33f8,0.289,False
e5125a986c06,0.289,False
922e5d546be0,0.289,False
a0ff89d1f9ec,0.289,False
3ea32f0f0ad1,0.289,False
3ea8f8cf0309,0.289,False
909c4b5508d5,0.289,False
1e9125c54d74,0.289,False
cb3db4eb0b7f,0.289,False
d8c59e27ec64,0.289,False
84470fd9274e,0.289,False
f6990a55970c,0.289,False
f388cea31348,0.289,False
0b12fb9b9b54,0.289,False
7b0fa306befa,0.288,False
41f4ed133910,0.288,False
652770d79dc6,0.288,False
674144bfc131,0.288,False
61e1d2a3be52,0.288,False
cbe47e35e23f,0.288,False
b2d00a82e772,0.288,False
5e0cec664172,0.288,False
b21f57a6c2e9,0.288,False
82b63eec4a75,0.288,False
83482257044b,0.288,False
f1747eed6220,0.288,False
7c7f0711e20a,0.288,False
ebf6cd80bdde,0.288,False
163301b257bc,0.288,False
e9d048308040,0.288,False
9c03d0a4cc0b,0.288,False
83ac13eb97c6,0.288,False
c108265db1c8,0.288,False
df234d8529e2,0.288,False
2cf3605be1b6,0.288,False
2d75d841f68b,0.288,False
aa70f4aa4351,0.288,False
6639b0b1c32d,0.288,False
a36ee2c3b8fb,0.288,False
2ca6701cce7f,0.288,False
27cd4a365a29,0.288,False
37d25228e79c,0.288,False
366b4e690eec,0.288,False
56f26d142c8d,0.288,False
4f4443c71ecc,0.288,False
335022490640,0.288,False
83f2dc5e499d,0.287,False
a850df644a33,0.287,False
b7da1f189fa6,0.287,False
17dcdc0a0a61,0.287,False
9c0b59b92dec,0.287,False
0d92509a789d,0.287,False
4f770d366d82,0.287,False
d6bd7013b951,0.287,False
f6c5927dab7c,0.287,False
f18b49e7b414,0.287,False
843048a1fd1d,0.287,False
dfc325369bd4,0.287,False
2bf01407dc24,0.287,False
d3a8fbcef217,0.287,False
d9ea92f3659d,0.287,False
2614af221d05,0.287,False
650cc8991f51,0.287,False
e04b1b8c6934,0.287,False
e188876258d9,0.287,False
1f4227b3037f,0.287,False
9f99dfe68403,0.287,False
41a7419e5ea2,0.287,False
6161e1933b91,0.287,False
cbc154b78250,0.287,False
1d753d44eae4,0.287,False
fcf5cff0b581,0.287,False
be44745c9e61,0.287,False
14bc23ea1842,0.287,False
4588aa66f47c,0.287,False
83086a7db65b,0.286,False
bcb0c1c3410d,0.286,False
159e6ed08fae,0.286,False
e7fbba733ada,0.286,False
d6c776e99774,0.286,False
d7e1b55258ee,0.286,False
0c2e657fc836,0.286,False
0754b536f151,0.286,False
ad9a17585817,0.286,False
3a80402772c9,0.286,False
7033a70652e1,0.286,False
2f405fef3407,0.286,False
6c16eff5ce61,0.286,False
f6b032b7d060,0.286,False
ba54feb12db2,0.286,False
58f3e897a108,0.286,False
9f5ea81cc8d8,0.286,False
625275ecb224,0.286,False
1dcc56682f17,0.286,False
e77f5f65ec25,0.286,False
1d1e1c0cdd9e,0.286,False
0f8d8488d719,0.286,False
5aabf48ce3f5,0.286,False
f1ecf476455a,0.286,False
9b7e8cf3b6d3,0.286,False
9c306883afd4,0.286,False
ec1065af0178,0.286,False
605e7cf50961,0.286,False
4d7adcbc9a48,0.286,False
c2339fbccc97,0.286,False
61c7e3b377bd,0.286,False
1dd29e13d3f8,0.286,False
3d65fca3a6fd,0.286,False
a1365b979b71,0.286,False
89ab475c2433,0.286,False
23029ced4a6f,0.286,False
e0c967419a1a,0.286,False
5ea221cb03c5,0.286,False
08cd81d984b8,0.285,False
441a8c704cb6,0.285,False
27ff3279fcae,0.285,False
69001e1e6064,0.285,False
d3764c59f3d6,0.285,False
683f51d10978,0.285,False
2c1ee9a270b5,0.285,False
edd5e38ceb4f,0.285,False
ee115ae587e6,0.285,False
b854cc03e688,0.285,False
8f6f3d92450a,0.285,False
c1cf2a623ffb,0.285,False
fea1a4ca1781,0.285,False
8e78e1b3dd16,0.285,False
ff9204cd5145,0.285,False
39abcf74f543,0.285,False
d3a1b7a54d92,0.285,False
b0dd2bcc5283,0.285,False
ef0b829141fe,0.285,False
f0e5eabb3454,0.285,False
7f24d0fae7ba,0.285,False
494635a3071a,0.285,False
eb6c5bb2e392,0.285,False
9f23ad433497,0.285,False
35b3bb6fcab8,0.285,False
a2831ee9e3c3,0.285,False
20b1aa33907e,0.285,False
e9133d19d531,0.285,False
b3734faa2ed3,0.285,False
8bd946e07cd4,0.285,False
a321d286df4e,0.285,False
eabc878c29c4,0.284,False
827fbad7f3b5,0.284,False
81a1fa36c8a3,0.284,False
7e1a9462de60,0.284,False
f7d7abeb8c8f,0.284,False
c5f276fd1902,0.284,False
b69623d97446,0.284,False
98b0b2d6fd88,0.284,False
5b29d8e1f366,0.284,False
5fdfd7960903,0.284,False
cf8914c12b1e,0.284,False
25bdcc1500b8,0.284,False
657d91bcb6d9,0.284,False
2018e6eb69c5,0.284,False
897aad947b94,0.284,False
c7aa942bbe84,0.284,False
ccdf0210787a,0.284,False
1c7ba3ddda94,0.284,False
26e085166fb1,0.284,False
3716598b2ce6,0.284,False
8b941e11d506,0.284,False
aa915afdaab6,0.284,False
6cf9a49c33fb,0.284,False
a8458cfe62e5,0.284,False
bf7a24d58203,0.284,False
0616600eb8ca,0.283,False
3579a7ff5221,0.283,False
310a607bbf12,0.283,False
26ec3688da15,0.283,False
3b6ddd7e82fa,0.283,False
d1c8d40c6f96,0.283,False
a6b3655e2d62,0.283,False
3b23a24f8f8a,0.283,False
d48cb10c32e3,0.283,False
6a6017159ce7,0.283,False
df4c612fb90b,0.283,False
237089af32fc,0.283,False
65c1a7c83d80,0.283,False
67a9dedcef69,0.283,False
65344f17f39f,0.283,False
25eef42c37f3,0.283,False
ec7eef839f9c,0.283,False
b3bfa9ad2f41,0.283,False
e7edf5dc7073,0.283,False
9dbe062c9e5d,0.283,False
45b579d24931,0.283,False
46ba01c16437,0.283,False
406c2268ebce,0.283,False
40349a1f1de2,0.283,False
78ac721b3e01,0.283,False
f8e7040545fa,0.283,False
155f747e41b9,0.283,False
c3324c4f84c2,0.283,False
4b0f7ab6483a,0.283,False
96b65d0404fe,0.283,False
4df805779cc5,0.283,False
01b4ccdf4d35,0.283,False
4e7c05b3729d,0.283,False
99159c2af7b4,0.283,False
54001a4163a1,0.283,False
8240057c3bb6,0.283,False
f1018afcaa8e,0.282,False
4a6a42d06fe5,0.282,False
b5a7f16b0f31,0.282,False
554724f42c0d,0.282,False
c290764d09b1,0.282,False
9b16e16dbbef,0.282,False
b02369d25b95,0.282,False
a4cead2cc58e,0.282,False
641f12d857f1,0.282,False
9f400657fa26,0.282,False
03484b34c97f,0.282,False
9bda84c34b8c,0.282,False
adb2795f25aa,0.282,False
d9f6d2317b48,0.282,False
a7e817d52b4d,0.282,False
ab02f22778b2,0.282,False
6eb2b533d50a,0.282,False
d7adcf8031b8,0.282,False
95d33c99cd64,0.282,False
0b7b2f9a18d7,0.282,False
bcb3e6604b0c,0.282,False
82161f2ba741,0.282,False
7be01eaed882,0.282,False
e6bd1aacac0a,0.282,False
cc1cf8e0f40f,0.282,False
d18359f401e4,0.282,False
5886b166b6e4,0.282,False
07d3e1751d1a,0.281,False
e2d845eacf10,0.281,False
9626a83d8c0d,0.281,False
697c66328bc5,0.281,False
3a74ceb9cc0f,0.281,False
a96eceee18d1,0.281,False
a8e558945149,0.281,False
bfbfd4cacd5d,0.281,False
b1cccac7161a,0.281,False
04d47f5cacb1,0.281,False
af29c6e7b708,0.281,False
7b57b8559752,0.281,False
1246889e4569,0.281,False
779c4cd9e33c,0.281,False
596d66c278e4,0.281,False
5c4fb6f35884,0.281,False
c3d9aee1a6ba,0.281,False
12c786dbd2cf,0.281,False
62c99b8e119a,0.281,False
4423850334b0,0.281,False
60e8740f6386,0.281,False
16587d44a327,0.281,False
450b5e5f8a96,0.281,False
6535c7b41fed,0.28,False
d802c1c55730,0.28,False
4eb971a3f9ee,0.28,False
585436305a28,0.28,False
103d54b0a1c9,0.28,False
f076f8aa6439,0.28,False
2eda92858ad4,0.28,False
a79f87e67964,0.28,False
ad898248e019,0.28,False
06abe83af6c2,0.28,False
f4382df4087b,0.28,False
6834d6ebb2d3,0.28,False
fb4662dce7d0,0.28,False
66fda295b387,0.28,False
df1fc7925e6a,0.28,False
3b84301365d2,0.28,False
cdc2b676415f,0.28,False
65c0aeeb8bb0,0.28,False
6462a28a4b8d,0.28,False
1396e3ddf4f5,0.28,False
9acd18fa1d99,0.28,False
ed859c98331c,0.28,False
ed54ad6c13c8,0.28,False
5dd4fe4bc6fb,0.28,False
b76db7351f34,0.28,False
ed8cb511a745,0.28,False
5c7a7b975136,0.28,False
7fc0a8ee8b7e,0.28,False
c57c30e8c403,0.28,False
63c993bac549,0.28,False
7dce12eaee53,0.28,False
9e78c258c725,0.28,False
e5e8dcf5343a,0.28,False
087278f0a59e,0.28,False
fc3ef03fe064,0.28,False
cca7e963178a,0.28,False
34362fd0c83b,0.279,False
8d807918bab7,0.279,False
f1bd43d11218,0.279,False
0eebc873f6df,0.279,False
0a36a8b98d80,0.279,False
87d2aca8cb01,0.279,False
4c774b0e6f60,0.279,False
f21ca6aa715c,0.279,False
b66865a965ac,0.279,False
4a072e18b1bc,0.279,False
49437eea9fe9,0.279,False
e963d2f1d605,0.279,False
b4a6794bd662,0.279,False
c75e4a6d27d6,0.279,False
ec6775bad39b,0.279,False
19f16eadceee,0.279,False
7a57dc6d9f85,0.279,False
e5a6e428aa21,0.279,False
20e7d4613382,0.279,False
cca2b433119e,0.279,False
63558d785b6c,0.279,False
f912b41771e5,0.279,False
e6dac48cb214,0.279,False
3fd008ac8c32,0.279,False
e0f83d41a396,0.279,False
6c2e6f65df89,0.279,False
27c6b19ca75c,0.279,False
fb7b15694bce,0.279,False
a78dce2bb6a1,0.279,False
af29658ee15b,0.279,False
ab6b5837f9b0,0.279,False
6a2ee5cf8275,0.278,False
53a1fbc15f8a,0.278,False
f2556008bd99,0.278,False
8db73f4fc97b,0.278,False
b8b834fa44ef,0.278,False
b8b48645c570,0.278,False
5a8c630c5968,0.278,False
b7f03195986b,0.278,False
8cdea9f82ac3,0.278,False
492ca3cb008a,0.278,False
ed2c49025c65,0.278,False
ade6e0ae5d53,0.278,False
2da4eb398517,0.278,False
04bc77cf498d,0.278,False
3cb1f28db5cb,0.278,False
e0a174521c3b,0.278,False
235cf75f8d25,0.278,False
d41a9a7d7d5a,0.278,False
6966283c9075,0.278,False
f31b6bcbca21,0.278,False
f4e2cbe0892f,0.278,False
31d744872ad1,0.278,False
33856154c4aa,0.278,False
df46f90a6e4e,0.278,False
2290c2849091,0.278,False
e33e5dfe4cc1,0.278,False
ca01bfcbc7cb,0.278,False
e510f2b78ad7,0.278,False
788e158512fc,0.278,False
45c9f76ed79e,0.278,False
7ccd5280f5d3,0.278,False
ea33484b5f1a,0.278,False
f7e801d9a9d9,0.278,False
e995532bc488,0.278,False
a3a4a496286d,0.277,False
3e4e1efb1636,0.277,False
2f3a560f4737,0.277,False
a7427608c012,0.277,False
2c0388b7d36f,0.277,False
d288e72cc31b,0.277,False
71e4868c82d6,0.277,False
bf34af880b10,0.277,False
bfa6f1f24ef2,0.277,False
a8bb4dbce06a,0.277,False
786fdd1945e3,0.277,False
1e4261eef920,0.277,False
ca245561df22,0.277,False
04464426a941,0.277,False
44873a28bec4,0.277,False
9bbe3e6fd786,0.277,False
f7f70423d531,0.277,False
ea78a03bb477,0.277,False
c75c2eaccc53,0.277,False
8c611c16ffca,0.277,False
b6b5e0775866,0.277,False
5cc150f1ead4,0.277,False
484f5d09692f,0.277,False
eddb7bae2c71,0.277,False
edc0b2b2554f,0.277,False
9a134f481f00,0.277,False
12f411a37961,0.277,False
5a0393203c16,0.277,False
10620bb0c06e,0.277,False
0ae5009a4408,0.277,False
8e726cdf6477,0.277,False
f00f4aae16ff,0.276,False
9b81e38ced8c,0.276,False
1e50a36dba8e,0.276,False
07f7f9869142,0.276,False
9f514431f0f6,0.276,False
7b057d025fe7,0.276,False
4d5868763772,0.276,False
c25f2dfbf200,0.276,False
277a8fe9c8e2,0.276,False
27e3217763c7,0.276,False
f98681bcb4b5,0.276,False
e0d9ee2772e2,0.276,False
24597c76b758,0.276,False
102480533467,0.276,False
efbd993bad7f,0.276,False
b33e11b20eaa,0.276,False
93f029d066ce,0.276,False
53cff7d853ec,0.276,False
42d12c9d3612,0.276,False
495b53c8d595,0.276,False
d0f551264758,0.276,False
233234fc2b55,0.275,False
a49e86b161cb,0.275,False
89cfa19306bd,0.275,False
f875bfa29b11,0.275,False
e7b213cf1a4e,0.275,False
11e2d6eda7a4,0.275,False
f6acd6ffe0c4,0.275,False
18fccc0df2e9,0.275,False
7b4c6b3e8508,0.275,False
aba0cc625e79,0.275,False
d94267afac66,0.275,False
a81832e29b68,0.275,False
0eca0ef2637a,0.275,False
72cef2fb706e,0.275,False
fed9579f1c6b,0.275,False
f213d195d4ea,0.275,False
d383faa83c47,0.275,False
cf0d32819ddf,0.275,False
93b347e56e4f,0.275,False
b0c91ebced15,0.275,False
373fafdd15cd,0.275,False
f6e502590ab6,0.275,False
af6da856e99b,0.275,False
cf0e49356eca,0.275,False
3ab32131c438,0.275,False
b34595df4442,0.275,False
f4d90e28bd3e,0.275,False
8c99e98cd61f,0.275,False
8c33b5640dc8,0.275,False
ce53666eebfd,0.275,False
b4d9248e8e81,0.275,False
5ffc25751fcc,0.275,False
44b1a96154ce,0.275,False
5d5b7401813d,0.275,False
8cb422a930c9,0.275,False
46fd95c7f523,0.275,False
4a2d614ee6ee,0.275,False
1212fb4f4d6c,0.275,False
11d8a0d78c30,0.275,False
4a145a0e8271,0.275,False
f798b3e66ea6,0.275,False
5d525131944a,0.274,False
f6ac703f3cf7,0.274,False
5dd184c7b5f9,0.274,False
55dc5a9cd1a6,0.274,False
49dcb29efa98,0.274,False
524f762afae0,0.274,False
87802f4de3ce,0.274,False
0a693b0039b3,0.274,False
3d59aa30f42c,0.274,False
f9ab00dca691,0.274,False
62d2005d0ec3,0.274,False
f62c9ca81bb3,0.274,False
822bf3053070,0.274,False
79ea1eceb4b8,0.274,False
620ed8c09464,0.274,False
e6247958cb55,0.274,False
1f729f6a0e08,0.274,False
e9c500a0e671,0.274,False
177cca5244d1,0.274,False
12b019152ee2,0.274,False
06b8b66d6e12,0.274,False
d9824364e460,0.274,False
31131fdc3853,0.274,False
30d10f04681d,0.274,False
7efd64aa1cbb,0.274,False
166000d625b0,0.274,False
81218b58d874,0.274,False
3aeec893ca74,0.274,False
2cd270330f26,0.274,False
d9edae28a0a2,0.274,False
0b7151afac09,0.274,False
2b660d26522e,0.274,False
f63a3485b95e,0.274,False
c45912f0c3a2,0.274,False
a24640b57216,0.274,False
207a7d0542b2,0.274,False
ae71e680d4df,0.274,False
5b5f24f970b7,0.274,False
1c9a738ae61d,0.273,False
b1ce6c023d71,0.273,False
3b0d1fa03421,0.273,False
fe129281f5b1,0.273,False
4abef00c02ca,0.273,False
2dd4e767ef88,0.273,False
55ff493b90b1,0.273,False
5a0b5a18593e,0.273,False
547d5c349f50,0.273,False
54d51c844b83,0.273,False
bcd6b5a7cac4,0.273,False
bd70de570428,0.273,False
49f93279163d,0.273,False
ba0fe7448910,0.273,False
5eaf86390a10,0.273,False
1c348cf9b07d,0.273,False
61ef43ba66b8,0.273,False
cd0e010fccbc,0.273,False
e03d16f6acb5,0.273,False
b11e743ebd07,0.273,False
4d657f4090ff,0.273,False
064bdd395d24,0.273,False
993fb9ac8f80,0.273,False
81aa92e34b09,0.273,False
52c8fa288564,0.273,False
bea2e2cf3cc6,0.273,False
6abe72b15b95,0.273,False
d252a41f2f19,0.273,False
b730c54b032b,0.273,False
2e50af84dd0b,0.273,False
85b9a54630ff,0.273,False
1bf73238f16e,0.273,False
454d8daedf94,0.273,False
3e60313facef,0.273,False
66d1daede854,0.273,False
494226b80a7b,0.272,False
c0d22815de05,0.272,False
7fe2f85b7a7e,0.272,False
87cee9394e91,0.272,False
7ecd11ea3954,0.272,False
9a51c4747309,0.272,False
fbb4e6fa1d2e,0.272,False
df364e4120ce,0.272,False
60a3d09fae18,0.272,False
444fe152126d,0.272,False
435b9ac8bb13,0.272,False
f337af22a8d6,0.272,False
100e08db7804,0.272,False
b02be458bbe8,0.272,False
4773130ec8ae,0.272,False
5756c399ce7e,0.272,False
936a634e0e13,0.272,False
533efe5ecbc0,0.272,False
ed84d3e247e3,0.272,False
2d881a3d514a,0.272,False
96c416a0369c,0.272,False
fde42ecc3cbb,0.272,False
fe25fb7cb1b3,0.272,False
833a7aa9a8af,0.272,False
35adae2e6f4c,0.272,False
d81ff49055f5,0.272,False
901ba81e386c,0.272,False
e4b2decf2c6e,0.272,False
75a74ca52b9f,0.272,False
76ad817687f2,0.272,False
a375b5495abf,0.272,False
1915a0e3eddd,0.272,False
7cf16d4d05f6,0.272,False
e85be1542057,0.272,False
f194db725e92,0.272,False
7acf2aab4a84,0.272,False
3cefc084d6ab,0.272,False
3798234ac1ef,0.272,False
68427a70910e,0.272,False
ce9f18796253,0.272,False
8dc4c500edda,0.271,False
b9d95a766aae,0.271,False
c01cf165513e,0.271,False
0c6d03deadcb,0.271,False
28de95809e7f,0.271,False
043a3caccc82,0.271,False
3d6b69cc6b1d,0.271,False
b107e0b0a561,0.271,False
766d6bc9d97d,0.271,False
e0e7b418b35b,0.271,False
4140b543d151,0.271,False
42287b812942,0.271,False
570e9a1275d4,0.271,False
44a48f9b11ba,0.271,False
4198c301a875,0.271,False
10891984544e,0.271,False
1f1258cf499e,0.271,False
e53fb2daabf0,0.271,False
6472f62789a4,0.271,False
d3f85953903a,0.271,False
380bb3b98876,0.271,False
06b7bc73471c,0.271,False
069c84ad88d2,0.271,False
ae72b7a2af8f,0.271,False
2949d43c7210,0.271,False
71e0ed4101ec,0.271,False
83104878da4b,0.271,False
8e84be988a17,0.271,False
35455d28b27e,0.271,False
6d1679657e9b,0.271,False
061b67a15706,0.271,False
d833f5d59b99,0.271,False
a963ffb04359,0.271,False
f33286857864,0.271,False
9b225d63a365,0.271,False
bbf92feb4f97,0.27,False
908b97e22039,0.27,False
39aa9a6bbb0b,0.27,False
ab172eaa9aa6,0.27,False
36af5bc2a3c3,0.27,False
7f27a0aaada7,0.27,False
6f09982a1c0c,0.27,False
fb56e3843466,0.27,False
6f05ceb9f6cd,0.27,False
61ded9931d5b,0.27,False
b25c066715f2,0.27,False
219268759e92,0.27,False
a32af9dbe7ca,0.27,False
e6b24612f67b,0.27,False
8c7c02e2df2c,0.27,False
1762586d841b,0.27,False
ef936886b307,0.27,False
5a0da0530b79,0.27,False
4eb3a696d0ce,0.27,False
f0f9288f2bf4,0.27,False
5e9796a2b265,0.27,False
799b615dac2d,0.27,False
07a58e6fd8f4,0.27,False
c9a7dc232806,0.27,False
60e1f1d000cc,0.27,False
c26ff6fc54ee,0.27,False
4a5a5d9304e3,0.27,False
c3307197353b,0.27,False
5c7db21eed3e,0.27,False
9583559a0318,0.27,False
de44d190bc2e,0.27,False
3d9e1bc9a31f,0.27,False
d07ecb8385ab,0.27,False
c43963843807,0.27,False
be4d75d4ee80,0.269,False
05571de6032e,0.269,False
6f3bc3d1be63,0.269,False
39fbf73d3a2a,0.269,False
10adf1a159b0,0.269,False
95404fab99f2,0.269,False
d00f89c0251c,0.269,False
0c9352800ab5,0.269,False
f5a2a1cfcf60,0.269,False
7bd6af3628b8,0.269,False
0c041a3aa0ce,0.269,False
43953d543d92,0.269,False
0c5c64af5313,0.269,False
59fc161c31ba,0.269,False
bc9fe4c3a70a,0.269,False
093936a04378,0.269,False
b5cc1a95ebfb,0.269,False
5967387b97b4,0.269,False
a8857c361616,0.269,False
d7ad98391469,0.269,False
ed437dafff23,0.269,False
9a9784f5f4fd,0.269,False
6b78ccce2395,0.269,False
7f84babeb98c,0.269,False
12fca9d8b996,0.269,False
53b73650531a,0.269,False
32d8f2a2fa1b,0.269,False
3564cdb06563,0.269,False
a9248aa85a14,0.269,False
8750da6b38d1,0.269,False
91c7d7b07ce5,0.269,False
8f5c14038146,0.269,False
4adf3bba4d93,0.269,False
da0984e38f3c,0.269,False
2c50b37a94e2,0.269,False
869eabd49dfb,0.269,False
29d70bd8a858,0.269,False
cf1b2617da5e,0.269,False
0b748c1193a1,0.269,False
f4910bc251ac,0.269,False
224f323cc914,0.269,False
7716efe0b0fa,0.269,False
e1d5a7961cef,0.269,False
4b957c06b238,0.269,False
2b492307efbb,0.269,False
414eea2dffe1,0.269,False
2d89f3890ece,0.269,False
c95150af2cd2,0.269,False
08d954ef0f7d,0.269,False
9af7eb32695c,0.268,False
a8c280ef4280,0.268,False
af7cd4d0c10e,0.268,False
c1f7cf090fa3,0.268,False
8200eb9457d6,0.268,False
43c9f80240be,0.268,False
eb50ab703972,0.268,False
5a35b8d699ed,0.268,False
437114b738fe,0.268,False
4269518732d7,0.268,False
1ea413cdfffa,0.268,False
2f64d074f6c6,0.268,False
84c58780d04f,0.268,False
2dd184e62539,0.268,False
0d7736e20280,0.268,False
576860739969,0.267,False
935f46a70014,0.267,False
99fff6a8c163,0.267,False
13e7502af8e7,0.267,False
53dabe09dae4,0.267,False
bd0a161dd136,0.267,False
7cbb726ddd68,0.267,False
85db9512e4fa,0.267,False
eaf5afdba55b,0.267,False
601471eafbc5,0.267,False
7eb92371d2ad,0.267,False
d98b3b24b8af,0.267,False
853816620fdd,0.267,False
91d1b77e5bd5,0.267,False
aed1def18236,0.267,False
739aa529b785,0.267,False
7ae90c1ad24f,0.267,False
8867a22065fa,0.267,False
9512c5ed5a85,0.267,False
c0c435df63b0,0.267,False
f27fb8a5dc96,0.267,False
01a430739dae,0.267,False
5bda2b00a740,0.267,False
c3e972a084c6,0.267,False
6fd1d7c0c657,0.267,False
70d638f9c550,0.267,False
a6e1382f9aa4,0.267,False
2b38a4bf8ab3,0.267,False
e07b511017c7,0.267,False
9469d516af31,0.267,False
5b195cebc897,0.267,False
27fcb7c5bccf,0.267,False
84a00a810bc9,0.267,False
400d620e86b6,0.267,False
e078d876e81a,0.267,False
e3c7cd948df5,0.267,False
890e424ce67d,0.267,False
1e7413fb4e5f,0.267,False
1dee37e54e45,0.267,False
f1a92a157e8e,0.267,False
c7900291b78c,0.267,False
4662e50ea553,0.267,False
4745e4a2bc4c,0.267,False
ed4fa64d391d,0.266,False
d251a7dc6fae,0.266,False
aa15e924d543,0.266,False
d86d6bc058a1,0.266,False
36df001d6e2c,0.266,False
36a4b1aa9c5a,0.266,False
da6626730828,0.266,False
b89d7e026e69,0.266,False
5c5c978123d5,0.266,False
e3c11b438b20,0.266,False
e2337123ed01,0.266,False
a2d8d599e5ae,0.266,False
6777f293950e,0.266,False
6a279ba7e390,0.266,False
d353724321d8,0.266,False
79b8c859b55c,0.266,False
9f9251696a6c,0.266,False
826d603cba47,0.266,False
89466ae4890d,0.266,False
9bbb3b09f857,0.266,False
1b0210d9bdba,0.266,False
49844b337ef7,0.266,False
98db1c89d9fd,0.266,False
4daca6923d2b,0.266,False
5d1a61bec80b,0.266,False
e5520da23ab8,0.265,False
b890f74e418f,0.265,False
a12415326d6e,0.265,False
5b3ce72e22a1,0.265,False
e6feb2558a22,0.265,False
7538cc3dbd08,0.265,False
b1f907287737,0.265,False
4b7116ee9b6c,0.265,False
28434df1de7c,0.265,False
03f907523f7e,0.265,False
19d4c5a81e8a,0.265,False
f3a26cf0125b,0.265,False
ba32b6163456,0.265,False
1bb2d7651ff0,0.265,False
72ada4a15f22,0.265,False
3941a24e4cfd,0.265,False
5df3d841ddf8,0.265,False
b5556330f586,0.265,False
6e004de43f63,0.265,False
b52007287ed2,0.265,False
6d2cf99f0918,0.265,False
35c401f8e728,0.265,False
83c2f4bd7d43,0.265,False
0d77b4f30aa5,0.265,False
7a4823d96c49,0.264,False
419a272e94a7,0.264,False
3de243647bb6,0.264,False
75743c011af1,0.264,False
86b2ed95d92c,0.264,False
40eb9aeed354,0.264,False
4bd63103a970,0.264,False
3c1676afa6b5,0.264,False
f3dbd1d5ff2a,0.264,False
3cf11bb7e326,0.264,False
c523a8e76f09,0.264,False
c9e6810095e4,0.264,False
3b5dc84e0805,0.264,False
4f93bcc54147,0.264,False
2c9b62e68c35,0.264,False
ac7bd4c4c570,0.264,False
7922fa405498,0.264,False
900bf328bae8,0.264,False
507e01aee30b,0.264,False
bff27bf0928d,0.264,False
4400cc9ce84f,0.264,False
687c3d620efd,0.264,False
70260c2dd6a9,0.264,False
3d8147787b81,0.264,False
dd99dfc423cb,0.264,False
bc0dad553d45,0.264,False
851d472e4d71,0.264,False
5bc00f1dcdd2,0.264,False
97e27bbfad7f,0.264,False
14231116a4de,0.264,False
3ca3a89b8dae,0.264,False
9b8117386434,0.264,False
6dac71513ab8,0.264,False
57cae3447297,0.264,False
041c55c9ade7,0.264,False
487210242145,0.263,False
ba7f61cc89b2,0.263,False
2f570b736ac6,0.263,False
b5b099098fd4,0.263,False
f96512cdb8e5,0.263,False
1e184582d306,0.263,False
1ccb7054722c,0.263,False
8a1de65148a1,0.263,False
730958912623,0.263,False
2988c963f777,0.263,False
b74cbfe15be8,0.263,False
c3bddd6e9360,0.263,False
749f0a335d4d,0.263,False
e70174f24e9e,0.263,False
ef875ce0d35e,0.263,False
c1e0ec9069a0,0.263,False
07ad76e382b0,0.263,False
957676afd3cb,0.263,False
c38e6fc01294,0.263,False
11d3c430fc3d,0.263,False
40209731f940,0.263,False
bd9606d30c3d,0.263,False
33e9b18492fb,0.263,False
6db9c71df256,0.263,False
c85dea6ab53d,0.263,False
f0f5b8a1c711,0.263,False
d0b167ba8c9b,0.263,False
675c9aea8cfa,0.263,False
7749914055c8,0.263,False
cd152c9cbb4f,0.262,False
11eb425c10b5,0.262,False
3c653a564bc4,0.262,False
d09f98965882,0.262,False
4cebbeb39488,0.262,False
081bb257925c,0.262,False
76c04ad63b1d,0.262,False
